Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ENA_first_public,ENA-LAST-UPDATE (run),ENA_last_update,environment_(biome),environment_(feature),environment_(material),Environmental_package,Experiment,External_Id,geo_loc_name_country,geo_loc_name_country_continent,geographic_location_(country_and/or_sea),geographic_location_(latitude),geographic_location_(longitude),human_gut_environmental_package,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Investigation_type,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,project_name,ReleaseDate,Sample Name,Sample_name,Sequencing_method,SRA Study,Submitter_Id
ERR912179,WGS,194,6901327595,PRJEB9576,SAMEA3449374,5403536293,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991309,SAMEA3449374,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000124-85,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449374,YSZC12003_37829,Illumina,ERP010700,YSZC12003_37829
ERR912180,WGS,195,7229412911,PRJEB9576,SAMEA3449375,5579884946,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991310,SAMEA3449375,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000118-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449375,YSZC12003_37877,Illumina,ERP010700,YSZC12003_37877
ERR912181,WGS,194,7118145507,PRJEB9576,SAMEA3449376,5572624806,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991311,SAMEA3449376,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000098-133,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449376,YSZC12003_37879,Illumina,ERP010700,YSZC12003_37879
ERR912182,WGS,195,6947672000,PRJEB9576,SAMEA3449377,5515886168,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991312,SAMEA3449377,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030670-42,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449377,YSZC12003_35366,Illumina,ERP010700,YSZC12003_35366
ERR912183,WGS,197,8990848494,PRJEB9576,SAMEA3449378,6909244049,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991313,SAMEA3449378,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030714-52,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449378,YSZC12003_35703,Illumina,ERP010700,YSZC12003_35703
ERR912184,WGS,196,7544193567,PRJEB9576,SAMEA3449379,5659999183,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991314,SAMEA3449379,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030722-84,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449379,YSZC12003_35707,Illumina,ERP010700,YSZC12003_35707
ERR912185,WGS,197,6733743022,PRJEB9576,SAMEA3449380,5051214426,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991315,SAMEA3449380,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030683-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449380,YSZC12003_35724,Illumina,ERP010700,YSZC12003_35724
ERR912186,WGS,196,7183545079,PRJEB9576,SAMEA3449381,5534942366,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991316,SAMEA3449381,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000090-20,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449381,YSZC12003_35999,Illumina,ERP010700,YSZC12003_35999
ERR912187,WGS,197,6574315010,PRJEB9576,SAMEA3449382,4922826001,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991317,SAMEA3449382,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000110-101,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449382,YSZC12003_36000,Illumina,ERP010700,YSZC12003_36000
ERR912188,WGS,197,6300410053,PRJEB9576,SAMEA3449383,4698785651,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991318,SAMEA3449383,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030716-64,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449383,YSZC12003_36019,Illumina,ERP010700,YSZC12003_36019
ERR912189,WGS,196,7671080162,PRJEB9576,SAMEA3449384,5772095752,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991319,SAMEA3449384,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030743-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449384,YSZC12003_36695,Illumina,ERP010700,YSZC12003_36695
ERR912190,WGS,197,6500684802,PRJEB9576,SAMEA3449385,4866621174,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991320,SAMEA3449385,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030747-129,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449385,YSZC12003_37096,Illumina,ERP010700,YSZC12003_37096
ERR912191,WGS,197,8889801833,PRJEB9576,SAMEA3449416,6570316366,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991321,SAMEA3449416,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030744-111,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449416,YSZC12003_37127,Illumina,ERP010700,YSZC12003_37127
ERR912192,WGS,197,6268179977,PRJEB9576,SAMEA3449417,4671545308,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991322,SAMEA3449417,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030740-106,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449417,YSZC12003_37171,Illumina,ERP010700,YSZC12003_37171
ERR912193,WGS,196,5777881554,PRJEB9576,SAMEA3449418,4364386657,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991323,SAMEA3449418,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000057-27,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449418,YSZC12003_37203,Illumina,ERP010700,YSZC12003_37203
ERR912194,WGS,196,7399890009,PRJEB9576,SAMEA3449419,5574490975,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991324,SAMEA3449419,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030735-99,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449419,YSZC12003_37232,Illumina,ERP010700,YSZC12003_37232
ERR912195,WGS,197,6475464716,PRJEB9576,SAMEA3449420,4788484089,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991325,SAMEA3449420,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:17Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,SZAXPI030741-107,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449420,YSZC12003_37287,Illumina,ERP010700,YSZC12003_37287
ERR912196,WGS,197,5852813293,PRJEB9576,SAMEA3449421,4301699570,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991326,SAMEA3449421,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000084-93,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449421,YSZC12003_37309R1,Illumina,ERP010700,YSZC12003_37309R1
ERR912197,WGS,197,8204885191,PRJEB9576,SAMEA3449422,6111317305,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","ena,s3","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991327,SAMEA3449422,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000103-109,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449422,YSZC12003_37317,Illumina,ERP010700,YSZC12003_37317
ERR912198,WGS,196,8504289070,PRJEB9576,SAMEA3449423,6312663961,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991328,SAMEA3449423,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000109-102,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449423,YSZC12003_37330,Illumina,ERP010700,YSZC12003_37330
ERR912199,WGS,197,8713798748,PRJEB9576,SAMEA3449424,6499087160,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","ena,s3","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991329,SAMEA3449424,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000127-80,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449424,YSZC12003_37393,Illumina,ERP010700,YSZC12003_37393
ERR912200,WGS,196,8034373648,PRJEB9576,SAMEA3449425,6261096977,BEIJING GENOME INSTITUTE,2010/2012,public,"fastq,sra","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991330,SAMEA3449425,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000091-19,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449425,YSZC12003_37406,Illumina,ERP010700,YSZC12003_37406
ERR912201,WGS,196,8746333484,PRJEB9576,SAMEA3449426,6730939547,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","s3.us-east-1,ena",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991331,SAMEA3449426,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000092-18,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449426,YSZC12003_37797,Illumina,ERP010700,YSZC12003_37797
ERR912202,WGS,195,6219415249,PRJEB9576,SAMEA3449427,4847409209,BEIJING GENOME INSTITUTE,2010/2012,public,"sra,fastq","s3,ena","ena,s3.us-east-1",2016-10-27,2016-10-27,2018-11-16,2016-10-27,human gut,human-associated habitat,faeces,human-gut,ERX991332,SAMEA3449427,United Kingdom,Europe,United Kingdom,51.5,-0.12,human-gut,BGI,Beijing Genome Institute,2016-10-27T17:01:18Z,2016-10-27T10:19:20Z,public,Illumina HiSeq 2000,metagenome,RSZAXPI000089-21,PAIRED,other,METAGENOMIC,human gut metagenome,ILLUMINA,KCL_twins,2016-10-28T00:00:00Z,SAMEA3449427,YSZC12003_37880,Illumina,ERP010700,YSZC12003_37880
